transaction_type,amount,nameOrig,nameDest,oldbalanceOrg,newbalanceOrig,location,isFraud,isFlaggedFraud
WITHDRAWAL,47663.59,C148179,M309749,13345.44,0.0,ZA,1,1
TRANSFER,25707.92,C700196,M550050,54407.49,28699.57,AE,0,0
WITHDRAWAL,20517.65,C131314,M053790,77907.19,57389.54,ZA,0,0
PAYMENT,41941.97,C009738,M985207,40081.79,0.0,ZA,0,0
TRANSFER,17061.85,C582294,M169113,11110.93,0.0,AE,0,0
WITHDRAWAL,19995.04,C229691,M217762,12505.72,0.0,IN,0,0
PAYMENT,12230.16,C388485,M170674,25340.67,13110.509999999998,AU,0,0
TRANSFER,18775.69,C672757,M920902,92650.34,73874.65,IN,0,0
TRANSFER,36589.5,C547247,M488071,38408.65,1819.1500000000015,UK,0,0
TRANSFER,12398.42,C170186,M471020,29857.93,17459.510000000002,UK,0,0
WITHDRAWAL,37580.85,C473491,M878053,18500.37,0.0,AU,0,0
DEPOSIT,40974.88,C675473,M258378,99674.46,58699.58000000001,UK,0,0
PAYMENT,25868.62,C526168,M121866,70902.85,45034.23000000001,UK,0,0
TRANSFER,24355.32,C611770,M122147,40021.83,15666.510000000002,UK,0,0
WITHDRAWAL,8857.86,C146308,M745349,72814.22,63956.36,CA,0,0
PAYMENT,1705.67,C706406,M449109,44164.97,42459.3,AU,0,0
WITHDRAWAL,27106.55,C401593,M604743,76008.81,48902.259999999995,IN,0,0
WITHDRAWAL,6237.82,C302781,M894786,8145.99,1908.17,UK,0,0
WITHDRAWAL,5433.88,C698112,M786815,80369.07,74935.19,CA,1,0
DEPOSIT,22576.02,C555843,M251806,20676.16,0.0,US,0,0
TRANSFER,295.04,C899257,M241615,75235.08,74940.04000000001,AE,0,0
PAYMENT,29117.6,C505706,M725117,18395.9,0.0,US,0,0
TRANSFER,41568.1,C873039,M998186,23674.05,0.0,NG,0,0
WITHDRAWAL,20758.46,C444709,M286199,29033.46,8275.0,IN,0,0
PAYMENT,40748.42,C976010,M360747,96414.96,55666.54000000001,ZA,0,0
DEPOSIT,32883.42,C236918,M142091,19095.61,0.0,IN,0,0
TRANSFER,41193.54,C462216,M205098,61350.19,20156.65,ZA,0,0
DEPOSIT,44843.37,C261850,M583376,93790.5,48947.13,AU,0,0
PAYMENT,16516.81,C275019,M602531,77915.09,61398.28,US,1,0
PAYMENT,9590.5,C025255,M209176,35030.69,25440.190000000002,NG,0,0
DEPOSIT,21201.21,C103114,M573280,74347.59,53146.38,CA,0,0
DEPOSIT,7248.3,C949720,M015703,60411.65,53163.35,IN,0,0
TRANSFER,2977.19,C557034,M853321,43286.03,40308.84,ZA,0,0
TRANSFER,32682.17,C858497,M678632,75686.23,43004.06,US,0,0
DEPOSIT,20449.26,C010322,M343234,22701.83,2252.5700000000033,IN,0,0
TRANSFER,48731.87,C644046,M015011,46676.37,0.0,UK,0,0
DEPOSIT,2876.33,C529928,M140567,45569.74,42693.409999999996,ZA,0,0
TRANSFER,27825.48,C325807,M693617,35849.03,8023.549999999999,AE,0,0
TRANSFER,23052.4,C542520,M767115,55758.79,32706.39,UK,0,0
PAYMENT,49615.32,C925078,M833476,41091.36,0.0,ZA,0,0
TRANSFER,22059.64,C970572,M946873,37778.15,15718.510000000002,AE,0,0
TRANSFER,3220.8,C981799,M654852,42742.81,39522.009999999995,CA,0,0
TRANSFER,35614.8,C985013,M828774,2031.23,0.0,CA,1,1
TRANSFER,30815.91,C658484,M529262,5464.56,0.0,US,0,0
DEPOSIT,3950.41,C028044,M930412,95968.79,92018.37999999999,IN,0,0
WITHDRAWAL,33661.73,C609803,M494204,80133.72,46471.99,IN,1,1
TRANSFER,13111.29,C285657,M679823,82829.38,69718.09,NG,0,0
WITHDRAWAL,12850.23,C784094,M475416,12921.75,71.52000000000044,AE,0,0
DEPOSIT,47318.88,C463964,M502465,73771.7,26452.82,US,0,0
TRANSFER,16871.31,C073884,M182628,66955.93,50084.619999999995,NG,0,0
TRANSFER,39647.75,C143371,M291197,14512.97,0.0,IN,0,0
PAYMENT,31284.78,C098530,M954699,11474.8,0.0,AU,0,0
TRANSFER,31531.66,C244999,M277795,65073.83,33542.17,NG,0,0
WITHDRAWAL,29661.83,C567244,M099465,68476.64,38814.81,CA,0,0
WITHDRAWAL,2632.61,C172926,M353002,67921.57,65288.96000000001,AE,1,0
DEPOSIT,34808.59,C746830,M177464,57646.04,22837.450000000004,IN,0,0
DEPOSIT,12390.04,C269169,M013882,25549.82,13159.779999999999,UK,0,0
PAYMENT,22602.61,C777210,M150364,13274.07,0.0,US,0,0
DEPOSIT,16361.89,C794260,M127889,69616.06,53254.17,UK,1,0
TRANSFER,29787.58,C365047,M674473,88560.65,58773.06999999999,ZA,0,0
PAYMENT,28182.32,C327741,M564521,29232.27,1049.9500000000007,UK,0,0
PAYMENT,46133.05,C365201,M073880,99643.69,53510.64,IN,0,0
DEPOSIT,32528.67,C684569,M671015,87392.0,54863.33,AE,0,0
PAYMENT,45150.78,C777797,M175263,14908.2,0.0,AE,0,0
TRANSFER,2333.41,C445121,M475046,8357.32,6023.91,US,0,0
WITHDRAWAL,27144.3,C028960,M337423,27098.36,0.0,IN,0,0
WITHDRAWAL,35705.04,C177252,M436369,36594.36,889.3199999999997,US,0,0
PAYMENT,12898.14,C643332,M003041,17087.96,4189.82,AU,0,0
DEPOSIT,1237.1,C765633,M282622,29852.09,28614.99,CA,0,0
DEPOSIT,17684.15,C312087,M209226,68540.78,50856.63,AU,0,0
PAYMENT,38452.2,C158916,M584203,1102.72,0.0,AE,1,1
DEPOSIT,24684.96,C873449,M279443,60366.74,35681.78,AU,0,0
WITHDRAWAL,19363.49,C571016,M939104,22155.95,2792.459999999999,CA,0,0
TRANSFER,23494.67,C067595,M109764,14997.81,0.0,AU,0,0
DEPOSIT,27944.96,C118481,M476049,98770.52,70825.56,AE,0,0
DEPOSIT,44448.68,C592156,M990315,10267.02,0.0,ZA,0,0
DEPOSIT,44210.93,C013669,M965947,3402.79,0.0,AE,0,0
DEPOSIT,14910.05,C786747,M652482,25684.28,10774.23,NG,1,0
DEPOSIT,48217.62,C683002,M573895,5933.1,0.0,AU,0,0
TRANSFER,40500.71,C194850,M647363,88087.24,47586.530000000006,NG,0,0
DEPOSIT,31879.18,C987258,M580041,61963.63,30084.449999999997,NG,0,0
DEPOSIT,7052.01,C512193,M125769,30325.35,23273.339999999997,US,0,0
WITHDRAWAL,27509.68,C490117,M117303,20946.75,0.0,US,0,0
WITHDRAWAL,4900.78,C378445,M173021,95395.06,90494.28,UK,1,0
TRANSFER,10288.0,C952867,M023428,37261.85,26973.85,AU,0,0
TRANSFER,44951.34,C287642,M413555,65319.95,20368.61,IN,0,0
DEPOSIT,34417.63,C857420,M375919,85079.25,50661.62,UK,0,0
PAYMENT,21982.38,C931267,M930525,86939.37,64956.98999999999,NG,0,0
TRANSFER,42699.25,C911576,M908918,10487.03,0.0,AE,0,0
DEPOSIT,20666.42,C712013,M748531,22999.14,2332.720000000001,AU,0,0
DEPOSIT,33260.5,C803656,M512902,1420.3,0.0,NG,0,0
WITHDRAWAL,2429.44,C267313,M155358,40574.46,38145.02,ZA,0,0
DEPOSIT,34769.62,C267360,M605742,55219.89,20450.269999999997,AU,0,0
WITHDRAWAL,48708.75,C275266,M741933,66424.19,17715.440000000002,CA,0,0
TRANSFER,14615.11,C608367,M894959,5728.09,0.0,CA,0,0
PAYMENT,2134.71,C762156,M121691,91938.56,89803.84999999999,AE,0,0
DEPOSIT,41330.07,C850077,M588267,13443.44,0.0,IN,0,0
TRANSFER,46409.48,C363290,M605069,43212.95,0.0,US,0,0
DEPOSIT,19462.01,C027948,M888226,31302.44,11840.43,ZA,0,0
DEPOSIT,40526.96,C758212,M105871,69343.3,28816.340000000004,NG,0,0
PAYMENT,11403.99,C191572,M798683,25404.04,14000.050000000001,IN,0,0
TRANSFER,8138.64,C561914,M855625,61605.37,53466.73,CA,0,0
DEPOSIT,14397.23,C480975,M605701,84249.57,69852.34000000001,AE,0,0
WITHDRAWAL,19651.75,C588047,M333962,29047.97,9396.220000000001,IN,0,0
PAYMENT,21787.72,C487486,M034828,82109.44,60321.72,IN,0,0
DEPOSIT,22462.33,C094965,M572194,89922.91,67460.58,ZA,1,1
WITHDRAWAL,36796.46,C860969,M358813,75730.54,38934.079999999994,US,0,0
WITHDRAWAL,34991.15,C535352,M297365,96856.8,61865.65,UK,0,0
PAYMENT,3170.54,C129553,M555137,59581.61,56411.07,NG,0,0
PAYMENT,43284.11,C563224,M515961,75472.12,32188.009999999995,ZA,0,0
PAYMENT,28864.46,C716706,M800852,59071.05,30206.590000000004,US,0,0
PAYMENT,19214.06,C100228,M029012,11584.92,0.0,US,0,0
DEPOSIT,20264.62,C662079,M200889,25577.47,5312.850000000002,AE,0,0
TRANSFER,15928.71,C723774,M697259,55141.45,39212.74,NG,0,0
TRANSFER,21664.73,C043987,M441671,92147.22,70482.49,CA,0,0
TRANSFER,35166.32,C595447,M788638,75114.85,39948.530000000006,NG,0,0
DEPOSIT,20181.17,C131168,M355122,30701.0,10519.830000000002,CA,0,0
DEPOSIT,8615.89,C670060,M023104,50053.58,41437.69,UK,0,0
DEPOSIT,13575.65,C014690,M393124,28823.2,15247.550000000001,CA,0,0
TRANSFER,40723.46,C710967,M933585,57785.04,17061.58,AE,0,0
WITHDRAWAL,34969.38,C276156,M475311,32759.65,0.0,CA,0,0
DEPOSIT,15101.04,C797743,M415143,10402.43,0.0,US,0,0
PAYMENT,4475.29,C568057,M931171,96618.64,92143.35,ZA,0,0
PAYMENT,47364.88,C360747,M181796,52590.34,5225.459999999999,AU,0,0
WITHDRAWAL,44406.75,C140213,M097283,80321.74,35914.990000000005,AU,0,0
TRANSFER,14199.66,C725425,M437480,58891.33,44691.67,AE,0,0
PAYMENT,36086.94,C511259,M799115,75080.43,38993.48999999999,ZA,0,0
DEPOSIT,46773.23,C466525,M772177,5020.37,0.0,CA,0,0
WITHDRAWAL,37352.34,C933855,M994363,36288.51,0.0,NG,0,0
TRANSFER,10577.93,C963026,M859911,46153.41,35575.48,ZA,0,0
TRANSFER,29260.54,C329262,M099937,76349.71,47089.170000000006,NG,0,0
DEPOSIT,5964.49,C395368,M891328,15808.41,9843.92,NG,0,0
PAYMENT,14704.56,C719195,M654543,47638.51,32933.950000000004,AE,0,0
WITHDRAWAL,34084.38,C684614,M650590,55490.2,21405.82,IN,0,0
PAYMENT,31913.65,C898134,M730057,49778.76,17865.11,ZA,0,0
DEPOSIT,25752.42,C274814,M982943,93950.46,68198.04000000001,AE,0,0
WITHDRAWAL,44348.51,C299802,M002742,64833.89,20485.379999999997,AU,0,0
TRANSFER,29495.52,C248276,M962504,71994.25,42498.729999999996,US,0,0
TRANSFER,45480.17,C934689,M925248,33870.78,0.0,ZA,0,0
TRANSFER,22865.13,C600562,M148988,11841.18,0.0,ZA,0,0
WITHDRAWAL,42200.55,C617702,M790170,8141.81,0.0,AU,0,0
DEPOSIT,29363.09,C640254,M551665,25947.35,0.0,ZA,0,0
DEPOSIT,1623.45,C880231,M352578,8281.29,6657.840000000001,IN,0,0
PAYMENT,4600.45,C675581,M998259,77303.61,72703.16,CA,0,0
PAYMENT,29701.62,C397940,M225058,82667.2,52965.58,US,0,0
DEPOSIT,48175.93,C628232,M800909,41933.82,0.0,AE,0,0
WITHDRAWAL,24006.73,C481844,M542468,42760.36,18753.63,AE,1,1
TRANSFER,27555.24,C393124,M688494,84403.79,56848.54999999999,ZA,0,0
TRANSFER,43511.25,C348791,M991615,69454.1,25942.850000000006,UK,0,0
DEPOSIT,25181.18,C689554,M663462,95133.0,69951.82,AU,0,0
TRANSFER,30290.41,C246188,M255124,23837.25,0.0,NG,0,0
WITHDRAWAL,34798.25,C591447,M969504,57063.4,22265.15,AU,0,0
TRANSFER,28378.62,C494784,M276492,4467.6,0.0,US,0,0
WITHDRAWAL,6294.06,C854756,M136342,46088.62,39794.560000000005,AE,0,0
DEPOSIT,28902.76,C968197,M336962,48131.58,19228.820000000003,AE,0,0
WITHDRAWAL,9346.69,C045859,M390307,780.64,0.0,CA,0,0
TRANSFER,25450.3,C850239,M473720,91000.23,65549.93,ZA,0,0
TRANSFER,46214.33,C305402,M009803,74948.5,28734.17,AU,0,0
WITHDRAWAL,8941.4,C235693,M944386,3337.03,0.0,NG,0,0
PAYMENT,23393.3,C491365,M967191,87427.21,64033.91,US,0,0
DEPOSIT,12840.92,C430842,M016408,77041.19,64200.270000000004,IN,0,0
PAYMENT,46964.57,C152010,M041868,85908.52,38943.950000000004,ZA,0,0
WITHDRAWAL,33124.06,C757199,M117501,54291.94,21167.880000000005,ZA,0,0
TRANSFER,17171.97,C792385,M940835,77038.74,59866.770000000004,ZA,0,0
WITHDRAWAL,21307.19,C657214,M441447,44982.23,23675.040000000005,IN,0,0
DEPOSIT,21267.0,C876306,M406427,38649.34,17382.339999999997,US,0,0
TRANSFER,5828.77,C897420,M765829,290.6,0.0,IN,0,0
DEPOSIT,25240.04,C994466,M933118,51409.7,26169.659999999996,IN,0,0
WITHDRAWAL,10892.43,C544488,M646760,63418.75,52526.32,IN,0,0
WITHDRAWAL,3057.11,C317936,M810733,60490.86,57433.75,CA,0,0
DEPOSIT,37293.92,C636350,M126572,97652.31,60358.39,AU,0,0
PAYMENT,17535.97,C784984,M288061,44089.56,26553.589999999997,NG,0,0
TRANSFER,18190.09,C932225,M631008,28051.95,9861.86,UK,0,0
PAYMENT,35742.18,C800960,M171241,99236.77,63494.590000000004,ZA,0,0
DEPOSIT,45926.29,C826166,M608710,37579.77,0.0,ZA,0,0
WITHDRAWAL,46570.65,C798469,M470940,73372.4,26801.749999999993,ZA,0,0
PAYMENT,20255.42,C483073,M912950,13000.36,0.0,IN,0,0
TRANSFER,11211.41,C128655,M337863,71684.88,60473.47,IN,0,0
PAYMENT,14235.7,C896319,M951886,91192.51,76956.81,US,0,0
WITHDRAWAL,9258.4,C262034,M681069,55415.89,46157.49,ZA,0,0
TRANSFER,6998.73,C180608,M451431,6154.7,0.0,ZA,0,0
TRANSFER,9829.07,C218141,M410136,15429.11,5600.040000000001,ZA,0,0
WITHDRAWAL,35843.7,C683077,M900169,16400.35,0.0,CA,0,0
DEPOSIT,2983.03,C190036,M085930,39063.65,36080.62,IN,0,0
DEPOSIT,290.62,C441765,M101705,97701.46,97410.84000000001,UK,0,0
TRANSFER,9175.96,C462143,M249105,34057.13,24881.17,AE,0,0
TRANSFER,44019.43,C195959,M837948,9327.19,0.0,UK,0,0
DEPOSIT,7255.05,C491927,M121299,57649.97,50394.92,ZA,0,0
WITHDRAWAL,25740.03,C832802,M724046,28000.16,2260.130000000001,UK,0,0
PAYMENT,8002.93,C620957,M072314,72140.68,64137.74999999999,UK,0,0
PAYMENT,38705.81,C809968,M994953,11887.74,0.0,IN,0,0
PAYMENT,33596.67,C538483,M207182,98827.81,65231.14,ZA,0,0
TRANSFER,30977.18,C106399,M175829,5080.71,0.0,ZA,0,0
PAYMENT,4303.05,C721071,M102710,5970.17,1667.12,AE,0,0
WITHDRAWAL,23364.16,C608258,M952193,97588.85,74224.69,AU,0,0
WITHDRAWAL,47090.68,C534688,M052609,3854.95,0.0,AE,0,0
TRANSFER,882.21,C050731,M868147,20733.1,19850.89,IN,0,0
WITHDRAWAL,11467.26,C416779,M610842,14265.22,2797.959999999999,IN,0,0
DEPOSIT,30480.86,C445672,M664312,66273.05,35792.19,CA,0,0
PAYMENT,4879.88,C457632,M502861,51537.68,46657.8,CA,0,0
WITHDRAWAL,33213.9,C786527,M208786,68250.46,35036.560000000005,IN,0,0
DEPOSIT,34396.54,C925294,M293794,71272.8,36876.26,UK,0,0
TRANSFER,43124.36,C968512,M196531,92914.06,49789.7,AE,0,0
WITHDRAWAL,2977.87,C750675,M143544,63725.01,60747.14,IN,0,0
PAYMENT,32458.76,C330835,M720316,88152.5,55693.740000000005,AE,0,0
PAYMENT,47369.69,C046613,M356773,4539.72,0.0,CA,0,0
PAYMENT,35164.23,C661598,M759354,73823.3,38659.07,AU,0,0
WITHDRAWAL,1849.99,C401660,M778200,40130.25,38280.26,CA,1,0
DEPOSIT,10415.58,C527844,M380227,26962.2,16546.620000000003,US,0,0
TRANSFER,5988.65,C148960,M835043,65153.47,59164.82,AE,0,0
TRANSFER,1566.23,C419920,M325883,36962.95,35396.719999999994,AU,0,0
WITHDRAWAL,36362.69,C022441,M490958,44957.25,8594.559999999998,US,0,0
TRANSFER,23146.28,C708277,M382992,44194.36,21048.08,IN,0,0
DEPOSIT,48849.85,C536209,M236341,21254.24,0.0,CA,0,0
WITHDRAWAL,36669.05,C022012,M593690,59764.8,23095.75,AU,0,0
TRANSFER,14076.7,C092137,M422756,81252.26,67175.56,AU,0,0
DEPOSIT,433.63,C600802,M444063,46824.09,46390.46,NG,0,0
PAYMENT,40660.53,C670804,M730354,318.99,0.0,UK,0,0
DEPOSIT,42364.45,C449924,M954960,63859.29,21494.840000000004,ZA,0,0
PAYMENT,5081.23,C570336,M724045,35386.55,30305.320000000003,ZA,0,0
TRANSFER,33401.08,C518281,M107770,41677.65,8276.57,CA,0,0
TRANSFER,30098.74,C060047,M477799,50405.15,20306.41,US,1,1
TRANSFER,49497.14,C968825,M250576,61580.64,12083.5,CA,0,0
TRANSFER,36161.23,C194345,M312303,91073.54,54912.30999999999,CA,0,0
DEPOSIT,33643.3,C952709,M798319,43612.42,9969.119999999995,US,0,0
TRANSFER,942.19,C651305,M155752,2033.48,1091.29,AE,0,0
PAYMENT,45224.55,C130385,M776173,3423.04,0.0,UK,0,0
PAYMENT,46240.85,C088146,M838946,61851.22,15610.370000000003,AU,0,0
TRANSFER,37403.47,C026209,M419685,96997.83,59594.36,ZA,0,0
PAYMENT,35342.51,C140866,M003095,67715.77,32373.260000000002,UK,0,0
WITHDRAWAL,11083.49,C258106,M051612,21779.83,10696.340000000002,AU,0,0
TRANSFER,26281.48,C376935,M332942,73751.78,47470.3,ZA,0,0
PAYMENT,11078.62,C008330,M532550,74749.58,63670.96,UK,0,0
PAYMENT,32349.64,C648267,M403746,54903.39,22553.75,US,0,0
WITHDRAWAL,18816.83,C570289,M521085,29845.92,11029.089999999997,AE,0,0
TRANSFER,22572.2,C468590,M568417,95310.98,72738.78,IN,0,0
WITHDRAWAL,20589.84,C883465,M981134,40885.16,20295.320000000003,US,0,0
WITHDRAWAL,11702.19,C849072,M284289,47848.18,36145.99,AE,0,0
WITHDRAWAL,42800.17,C236266,M391715,1923.71,0.0,US,0,0
DEPOSIT,10080.13,C416927,M637653,69117.91,59037.780000000006,UK,0,0
WITHDRAWAL,36458.67,C434111,M375979,42970.18,6511.510000000002,AE,0,0
DEPOSIT,26929.24,C835794,M382788,66582.07,39652.83,CA,0,0
WITHDRAWAL,14362.22,C752402,M626717,95138.62,80776.4,AE,0,0
PAYMENT,4938.51,C569213,M322993,56769.68,51831.17,CA,0,0
WITHDRAWAL,36370.59,C427123,M552766,57142.79,20772.200000000004,ZA,0,0
TRANSFER,9954.44,C493219,M288648,27163.91,17209.47,US,0,0
WITHDRAWAL,29344.93,C208786,M372594,26442.96,0.0,IN,0,0
TRANSFER,16950.32,C969827,M225460,72333.06,55382.74,ZA,0,0
DEPOSIT,14298.23,C880532,M882252,49499.94,35201.71000000001,AE,0,0
WITHDRAWAL,44618.05,C441740,M781838,54996.44,10378.39,NG,0,0
DEPOSIT,16602.81,C184531,M963796,12685.11,0.0,ZA,0,0
WITHDRAWAL,29379.95,C591567,M639702,48506.79,19126.84,IN,0,0
TRANSFER,2333.81,C494537,M586265,85856.78,83522.97,CA,0,0
DEPOSIT,45529.32,C022621,M327439,14378.05,0.0,NG,0,0
TRANSFER,25665.03,C787168,M160519,25438.14,0.0,AE,0,0
PAYMENT,31344.13,C084080,M997562,47713.35,16369.219999999998,NG,0,0
PAYMENT,1941.9,C368500,M978906,50774.09,48832.189999999995,NG,0,0
PAYMENT,12063.79,C490573,M659052,97078.5,85014.70999999999,NG,0,0
PAYMENT,28371.57,C800967,M397045,74315.35,45943.780000000006,CA,0,0
DEPOSIT,11099.79,C655567,M327402,24083.98,12984.189999999999,UK,0,0
WITHDRAWAL,32472.67,C725335,M893159,82012.04,49539.369999999995,AU,0,0
TRANSFER,19925.37,C519779,M682036,36333.54,16408.170000000002,IN,0,0
WITHDRAWAL,48815.4,C770243,M253426,37803.42,0.0,UK,0,0
DEPOSIT,30751.32,C080472,M607804,84387.83,53636.51,IN,0,0
TRANSFER,11373.77,C958256,M722989,75584.44,64210.67,NG,0,0
DEPOSIT,26210.7,C773330,M312344,38418.25,12207.55,AU,0,0
WITHDRAWAL,44705.36,C533914,M598059,44558.84,0.0,AU,0,0
WITHDRAWAL,854.45,C157017,M451690,50342.42,49487.97,AE,0,0
DEPOSIT,18133.41,C479489,M941446,60014.41,41881.0,AU,0,0
DEPOSIT,40746.87,C412879,M321585,25477.87,0.0,US,0,0
WITHDRAWAL,40488.38,C572501,M943379,70246.77,29758.390000000007,AU,0,0
PAYMENT,31695.64,C793618,M660055,80672.15,48976.509999999995,CA,0,0
PAYMENT,2849.82,C818062,M209124,168.5,0.0,AU,0,0
DEPOSIT,22414.33,C495941,M884739,32369.05,9954.719999999998,ZA,0,0
PAYMENT,26305.81,C449948,M661116,31166.87,4861.059999999998,US,0,0
WITHDRAWAL,41182.12,C625162,M026838,95435.48,54253.35999999999,US,0,0
WITHDRAWAL,28872.92,C773599,M783394,36429.96,7557.040000000001,IN,0,0
DEPOSIT,46980.49,C854793,M411904,90404.29,43423.799999999996,AE,0,0
TRANSFER,21346.06,C408774,M000133,35142.57,13796.509999999998,AU,0,0
PAYMENT,39524.45,C103871,M681491,36470.92,0.0,NG,0,0
PAYMENT,13268.71,C633373,M039625,80157.44,66888.73000000001,AU,0,0
WITHDRAWAL,38158.85,C981901,M677409,80735.96,42577.11000000001,US,0,0
PAYMENT,35369.92,C503440,M812762,42862.45,7492.529999999999,UK,0,0
DEPOSIT,49650.97,C630053,M612323,57281.72,7630.75,UK,0,0
PAYMENT,10198.89,C279478,M277262,22728.65,12529.760000000002,NG,0,0
DEPOSIT,46344.06,C354231,M864319,93913.72,47569.66,CA,0,0
DEPOSIT,3847.56,C222489,M734147,65817.85,61970.29000000001,NG,0,0
TRANSFER,43210.4,C362659,M011629,49690.21,6479.809999999998,US,0,0
TRANSFER,20554.8,C401118,M962303,68767.14,48212.34,NG,0,0
WITHDRAWAL,44901.5,C249886,M213989,46101.96,1200.4599999999991,AU,0,0
TRANSFER,46606.39,C299797,M876718,50617.51,4011.1200000000026,UK,0,0
PAYMENT,46537.39,C534719,M659648,32579.35,0.0,ZA,0,0
DEPOSIT,23650.48,C465983,M780614,52111.45,28460.969999999998,IN,0,0
DEPOSIT,8800.06,C257577,M505789,77152.84,68352.78,CA,0,0
WITHDRAWAL,7479.99,C940902,M665119,46406.28,38926.29,AU,0,0
TRANSFER,48798.76,C226252,M137881,34196.73,0.0,IN,0,0
PAYMENT,32541.41,C809824,M531431,90923.14,58381.729999999996,IN,0,0
PAYMENT,6787.52,C097624,M900291,46499.71,39712.19,ZA,0,0
DEPOSIT,39059.82,C036259,M187373,4985.69,0.0,AU,0,0
DEPOSIT,21771.28,C463709,M117873,41914.94,20143.660000000003,ZA,0,0
TRANSFER,18739.14,C865043,M499304,98383.22,79644.08,UK,0,0
WITHDRAWAL,24807.61,C049856,M620720,52799.26,27991.65,NG,0,0
PAYMENT,39551.04,C624706,M814353,34351.85,0.0,UK,0,0
WITHDRAWAL,44646.98,C634760,M678992,19638.66,0.0,ZA,0,0
PAYMENT,22103.79,C556667,M167708,44526.92,22423.129999999997,ZA,0,0
DEPOSIT,3503.46,C361573,M339223,74529.0,71025.54,CA,0,0
PAYMENT,32556.73,C473497,M319142,52866.32,20309.59,US,1,1
WITHDRAWAL,24707.87,C073266,M533734,97014.21,72306.34000000001,US,0,0
TRANSFER,38098.3,C523234,M025230,25118.02,0.0,US,0,0
PAYMENT,43102.47,C655303,M062745,34545.36,0.0,CA,0,0
WITHDRAWAL,45101.27,C235095,M686714,57192.55,12091.280000000006,UK,0,0
WITHDRAWAL,13990.5,C286134,M104206,3227.15,0.0,AU,0,0
TRANSFER,2580.01,C700994,M486098,68944.79,66364.78,IN,0,0
DEPOSIT,35253.37,C650991,M110384,38017.62,2764.25,AU,0,0
WITHDRAWAL,19727.28,C275325,M732198,42051.18,22323.9,IN,0,0
PAYMENT,40780.26,C045061,M978490,38483.87,0.0,NG,0,0
TRANSFER,41062.38,C171731,M782775,51990.64,10928.260000000002,AU,0,0
DEPOSIT,35603.46,C863773,M762416,33364.85,0.0,CA,0,0
TRANSFER,44953.04,C480492,M309575,28786.12,0.0,US,1,1
PAYMENT,18132.11,C726137,M149595,99044.41,80912.3,IN,0,0
TRANSFER,21323.56,C575480,M949523,90310.51,68986.95,CA,0,0
PAYMENT,1514.84,C568717,M885661,60691.49,59176.65,ZA,0,0
TRANSFER,26117.96,C793464,M534581,27782.97,1665.010000000002,UK,0,0
WITHDRAWAL,22436.87,C849248,M671812,96999.24,74562.37000000001,NG,0,0
WITHDRAWAL,5498.29,C199999,M270768,54718.53,49220.24,AU,1,0
TRANSFER,5684.93,C296256,M187757,82526.34,76841.41,ZA,0,0
PAYMENT,3973.41,C270622,M361709,84699.45,80726.04,AU,0,0
PAYMENT,46082.41,C599861,M915381,78882.27,32799.86,UK,0,0
DEPOSIT,25627.0,C797046,M675496,29698.12,4071.119999999999,CA,0,0
WITHDRAWAL,3752.92,C514436,M837428,2545.27,0.0,AU,0,0
DEPOSIT,27810.1,C656067,M929739,19560.25,0.0,CA,0,0
DEPOSIT,22880.38,C783027,M829334,16363.57,0.0,ZA,0,0
DEPOSIT,34853.77,C185644,M340955,20873.44,0.0,CA,0,0
DEPOSIT,47763.13,C359458,M104916,78139.62,30376.489999999998,IN,0,0
PAYMENT,38344.71,C171769,M020441,50691.56,12346.849999999999,AU,0,0
WITHDRAWAL,49335.97,C001625,M920709,96977.13,47641.16,IN,0,0
DEPOSIT,45800.0,C527420,M674727,40175.45,0.0,US,0,0
TRANSFER,26122.79,C109651,M128954,26274.6,151.80999999999767,US,0,0
DEPOSIT,12458.22,C537418,M680327,35806.03,23347.809999999998,NG,0,0
TRANSFER,30640.41,C187475,M909933,66077.34,35436.92999999999,US,0,0
WITHDRAWAL,43811.05,C910108,M679571,53662.78,9851.729999999996,ZA,0,0
TRANSFER,44809.16,C661377,M271265,32535.86,0.0,NG,0,0
TRANSFER,18486.09,C199059,M606633,16310.63,0.0,US,0,0
WITHDRAWAL,11280.37,C353867,M529222,76422.71,65142.340000000004,AE,0,0
WITHDRAWAL,41692.64,C584191,M193040,11176.22,0.0,AE,0,0
TRANSFER,10867.65,C369993,M730688,61113.75,50246.1,CA,0,0
TRANSFER,6750.42,C184672,M900266,75977.6,69227.18000000001,US,0,0
WITHDRAWAL,45010.45,C321926,M411288,41190.82,0.0,IN,0,0
PAYMENT,44958.03,C937478,M141963,48565.23,3607.2000000000044,US,0,0
PAYMENT,7769.26,C407213,M808535,92141.86,84372.6,IN,0,0
TRANSFER,37182.88,C386683,M192761,10788.3,0.0,AU,0,0
TRANSFER,39562.89,C010029,M339492,62004.66,22441.770000000004,UK,0,0
PAYMENT,30119.34,C746717,M573567,62158.97,32039.63,UK,0,0
TRANSFER,7971.61,C628211,M406282,32625.04,24653.43,ZA,0,0
DEPOSIT,41894.14,C914197,M232394,48936.54,7042.4000000000015,AU,0,0
DEPOSIT,7189.98,C311771,M553215,77332.39,70142.41,AE,0,0
WITHDRAWAL,34701.82,C458324,M994961,45732.64,11030.82,UK,1,1
TRANSFER,488.27,C632280,M667874,66797.13,66308.86,AU,0,0
